ID	State FIP	County FIP 	Median Home Value	Median Home Value Margin of Error	Median Gross Rent	Median Gross Rent Margin of Error	Total Housing Units	Total Margin of Error	Total Occupied Housing Units	Occupied Margin of Error (percent)	Total Vacant Housing Units	Vacant Margin of Error (percent)	Latitude	Longitude
1117	22	005	279600	7042	1318	81	51940	81	47656	640	4284	668	+30.2064437	-090.9125023
1118	22	007	150300	22891	810	64	10066	18	8830	250	1236	251	+29.9032998	-091.0652194
1119	22	009	122400	10655	757	53	18381	34	14441	423	3940	422	+31.0885030	-091.9832748
1120	22	011	161700	9793	898	55	16126	75	13747	374	2379	376	+30.6450184	-093.3402526
1121	22	013	99500	8458	606	73	6886	22	5556	254	1330	253	+32.3409517	-093.0411511
1122	22	015	227200	6168	1174	38	56743	58	50826	667	5917	658	+32.6984813	-093.6265609
1123	22	017	175700	5195	974	19	112612	80	95771	958	16841	959	+32.5801062	-093.8849698
1124	22	019	217000	6701	1109	31	95523	111	77957	1088	17566	1106	+30.2295588	-093.3580154
1125	22	021	93300	20327	830	76	4667	50	3716	207	951	192	+32.1012195	-092.1142311
1126	22	023	202500	21011	1688	778	3463	216	2018	164	1445	265	+29.8718120	-093.1649478
1127	22	025	101800	24610	821	100	4470	24	3201	197	1269	195	+31.6665170	-091.8467030
1128	22	027	82100	5314	674	69	6810	28	5155	219	1655	218	+32.8271597	-092.9897278
1129	22	029	103800	12140	771	66	9040	38	6778	315	2262	312	+31.4698053	-091.6263150
1130	22	031	154900	15275	687	77	12697	27	10504	318	2193	316	+32.0592476	-093.7407968
1131	22	033	248800	3342	1147	19	206591	136	177295	1381	29296	1356	+30.5439297	-091.0931310
1132	22	035	100500	29939	652	105	3434	216	2617	252	817	159	+32.7301699	-091.2341409
1133	22	037	228100	22540	911	156	8224	74	6401	293	1823	281	+30.8397837	-091.0434338
1134	22	039	124600	15781	681	34	14577	39	12561	301	2016	305	+30.7206932	-092.4040858
1135	22	041	113000	11810	721	31	8926	37	7525	263	1401	254	+32.1390764	-091.6723711
1136	22	043	143300	30543	904	117	9111	63	7440	267	1671	259	+31.5977873	-092.5617156
1137	22	045	164500	8497	897	62	31344	79	26816	491	4528	498	+29.6060126	-091.8427057
1138	22	047	172800	14465	827	69	13544	69	11296	445	2248	435	+30.2706580	-091.3658703
1139	22	049	115600	13477	736	73	7230	22	5576	243	1654	247	+32.3042901	-092.5616997
1140	22	051	251400	3985	1190	13	194418	143	177003	1136	17415	1101	+29.5033000	-090.0362310
1141	22	053	150800	10318	848	57	14229	42	12068	370	2161	376	+30.2695293	-092.8162205
1142	22	055	242900	4823	1057	25	112184	69	100903	947	11281	942	+30.2065065	-092.0641700
1143	22	057	193900	11598	928	63	41447	78	37762	553	3685	554	+29.4919925	-090.3948490
1144	22	059	119500	10499	657	139	6202	25	5049	218	1153	218	+31.6800826	-092.1615956
1145	22	061	210100	13148	825	52	20827	77	18487	414	2340	408	+32.6018231	-092.6623026
1146	22	063	230600	6135	1151	65	59981	64	53596	684	6385	684	+30.4404194	-090.7274738
1147	22	065	96200	24898	649	62	4379	20	3053	179	1326	176	+32.3468782	-091.2319321
1148	22	067	118800	11110	839	65	11898	33	9769	292	2129	285	+32.8200082	-091.8003988
1149	22	069	171300	9380	786	40	18746	236	14508	393	4238	294	+31.7325086	-093.0825461
1150	22	071	315700	7417	1251	22	195552	155	155821	1188	39731	1194	+30.0534195	-089.9345018
1151	22	073	194400	8085	959	28	71172	77	61489	770	9683	763	+32.4809320	-092.1515814
1152	22	075	282900	36881	1573	118	9736	44	8218	259	1518	265	+29.2824470	-089.5760676
1153	22	077	179300	14777	817	200	11096	32	8335	259	2761	261	+30.7083190	-091.6046207
1154	22	079	181100	8652	950	34	58573	66	48954	725	9619	732	+31.1932037	-092.5359531
1155	22	081	119700	22649	729	219	3615	31	3100	189	515	189	+32.1012125	-093.3490504
1156	22	083	141900	21744	903	58	8734	39	7240	244	1494	241	+32.4131580	-091.7483534
1157	22	085	123100	15244	701	81	13711	37	8785	343	4926	344	+31.5604024	-093.5595793
1158	22	087	202500	8814	1082	39	18248	42	16219	289	2029	289	+29.9181102	-089.2634941
1159	22	089	263700	12899	1210	101	20694	26	18608	422	2086	426	+29.9057222	-090.3578553
1160	22	091	77300	28467	870	249	5355	15	4176	271	1179	269	+30.8225386	-090.7083074
1161	22	093	211800	17347	903	386	8678	28	7543	201	1135	199	+30.0247772	-090.7939562
1162	22	095	193200	7956	1334	98	17822	28	15152	397	2670	396	+30.1440682	-090.4909596
1163	22	097	142500	9546	748	35	37229	122	32183	482	5046	486	+30.5834409	-091.9892745
1164	22	099	164200	6482	870	50	23828	38	19579	478	4249	476	+30.1214329	-091.6114814
1165	22	101	138900	8393	848	36	22507	85	18463	468	4044	477	+29.6293488	-091.4638037
1166	22	103	284000	5856	1332	35	113911	77	105082	957	8829	960	+30.4100224	-089.9519622
1167	22	105	212900	6641	1003	43	60006	75	51999	827	8007	827	+30.6213483	-090.4064899
1168	22	107	86300	7290	601	146	2792	20	1578	115	1214	117	+32.0014894	-091.3425760
1169	22	109	187200	6286	1065	47	47392	85	42127	654	5265	644	+29.3341299	-090.8436739
1170	22	111	112500	13413	778	48	10431	25	8508	283	1923	278	+32.8293486	-092.3756501
1171	22	113	163300	10763	848	39	26142	41	21797	468	4345	469	+29.8066377	-092.3213940
1172	22	115	156000	9045	1068	22	22156	108	18300	403	3856	370	+31.1028407	-093.1883300
1173	22	117	155700	10722	774	46	21439	45	17716	406	3723	415	+30.8521435	-090.0462534
1174	22	119	114500	8323	795	29	18377	38	14334	379	4043	379	+32.7321522	-093.3398245
1175	22	121	229900	10578	973	138	12057	27	10974	293	1083	290	+30.4640516	-091.3098080
1176	22	123	94400	13786	740	79	4715	31	3850	150	865	159	+32.7924797	-091.4519982
1177	22	125	245700	26533	1049	173	5162	63	4026	195	1136	178	+30.8733639	-091.4217760
1178	22	127	108500	11438	774	159	6362	40	4790	239	1572	235	+31.9411871	-092.6412694
1179	23	001	252800	7256	1010	34	50471	59	46953	497	3518	481	+44.1676811	-070.2074347
1180	23	003	149700	6059	784	37	38450	135	29932	483	8518	445	+46.7091929	-068.6124095
1181	23	005	451200	5798	1589	36	153286	137	132168	983	21118	954	+43.8083479	-070.3303753
1182	23	007	194700	10909	802	102	21234	63	12675	305	8559	309	+44.9767238	-070.4149354
1183	23	009	310400	13318	1061	71	40765	57	25572	629	15193	621	+44.5649063	-068.3707034
1184	23	011	238200	5239	992	43	63521	59	54312	666	9209	667	+44.4170119	-069.7657639
1185	23	013	324900	14707	1165	70	24564	110	18484	485	6080	476	+44.0420446	-069.0385145
1186	23	015	332700	10292	1055	53	23922	91	16592	391	7330	380	+43.9947814	-069.5136244
1187	23	017	217300	7088	836	50	36855	48	24140	543	12715	536	+44.4944998	-070.7344211
1188	23	019	214100	4463	1041	28	75683	107	65221	625	10462	636	+45.4092843	-068.6666160
1189	23	021	170200	8339	837	64	14680	173	8385	357	6295	300	+45.9156393	-069.1022311
1190	23	023	333300	12584	1098	82	19239	42	16446	370	2793	367	+43.9168446	-069.8442270
1191	23	025	166900	5189	910	45	30137	58	23209	328	6928	327	+45.5036458	-069.9561096
1192	23	027	257700	10501	1021	78	22252	70	17470	343	4782	338	+44.4750229	-069.1174292
1193	23	029	161800	5439	783	91	21726	56	14187	261	7539	254	+44.9670088	-067.6093542
1194	23	031	395700	6526	1339	51	115091	117	91413	927	23678	932	+43.4260188	-070.6684248
1195	24	001	154900	3969	805	41	32720	63	27382	459	5338	452	+39.6123134	-078.7031037
1196	24	003	467900	3896	2071	29	236262	212	224748	982	11514	924	+38.9916174	-076.5608941
1197	24	005	349300	2553	1627	17	350821	189	332801	1226	18020	1175	+39.4431666	-076.6165693
1198	24	009	460200	7584	1759	81	36119	79	33465	496	2654	482	+38.5227191	-076.5297621
1199	24	011	290100	10845	1105	50	13531	48	12495	251	1036	239	+38.8715306	-075.8316620
1200	24	013	434000	5460	1427	44	66768	74	64285	428	2483	425	+39.5633280	-077.0153297
1201	24	015	343400	8810	1377	49	44355	166	40595	513	3760	479	+39.5623537	-075.9415852
1202	24	017	428500	5357	1920	70	63813	107	60875	526	2938	503	+38.4728532	-077.0154272
1203	24	019	262400	12508	1032	82	16433	30	13546	385	2887	387	+38.4291957	-076.0474333
1204	24	021	464600	4368	1774	37	108924	86	104635	535	4289	527	+39.4701773	-077.3976358
1205	24	023	235300	10588	765	71	18642	52	12578	360	6064	348	+39.5472985	-079.2746192
1206	24	025	386400	5089	1586	40	105468	142	101795	570	3673	578	+39.5374292	-076.2997894
1207	24	027	597900	6060	2099	33	125286	105	121065	625	4221	625	+39.2522639	-076.9244057
1208	24	029	330900	14244	1209	89	10363	62	8493	262	1870	264	+39.2412793	-076.1259867
1209	24	031	640300	5098	2068	20	406531	227	389210	1485	17321	1384	+39.1373815	-077.2030633
1210	24	033	426000	3100	1799	14	365506	372	347744	1303	17762	1305	+38.8292778	-076.8481880
1211	24	035	462700	10454	1619	122	22038	44	19907	317	2131	311	+39.0406929	-076.0824053
1212	24	037	407600	8365	1747	60	46385	56	42436	536	3949	528	+38.2230765	-076.5344870
1213	24	039	173200	13009	1013	79	10928	57	8348	337	2580	333	+38.0744501	-075.8533228
1214	24	041	409700	19234	1256	149	19720	34	16433	328	3287	322	+38.7483486	-076.1784757
1215	24	043	296100	6187	1147	27	64145	181	59818	617	4327	582	+39.6036207	-077.8146709
1216	24	045	254700	10820	1327	54	44127	65	40470	582	3657	582	+38.3673676	-075.6320843
1217	24	047	374700	9482	1159	85	56867	96	24136	541	32731	550	+38.2221332	-075.3099315
1218	24	510	229600	3425	1331	15	295032	179	255668	1367	39364	1405	+39.3000324	-076.6104761
1219	25	001	629000	7027	1678	60	166215	74	105777	1344	60438	1348	+41.7061233	-070.1648227
1220	25	003	305400	9204	1097	42	70004	96	57585	622	12419	633	+42.3714930	-073.2179276
1221	25	005	451200	3411	1245	19	245025	209	233825	963	11200	960	+41.7485884	-071.0888940
1222	25	007	1165800	68458	1277	413	17822	21	7584	620	10238	621	+41.3809696	-070.7014995
1223	25	009	619100	3976	1756	23	329776	224	313147	1080	16629	1014	+42.6427082	-070.8649085
1224	25	011	329000	5825	1177	47	34528	118	31570	357	2958	356	+42.5845038	-072.5917921
1225	25	013	298800	3575	1136	23	197591	170	184471	919	13120	937	+42.1361975	-072.6356476
1226	25	015	390300	6175	1388	32	66786	115	62114	588	4672	570	+42.3394593	-072.6636936
1227	25	017	727800	3891	2201	17	664267	238	634215	1681	30052	1649	+42.4817182	-071.3949161
1228	25	019	1593800	149009	2213	628	12594	20	5252	364	7342	365	+41.2933918	-070.1021635
1229	25	021	683900	5690	2149	29	295227	233	283368	824	11859	863	+42.1717377	-071.1811102
1230	25	023	556000	6716	1747	38	218096	140	203141	1022	14955	1023	+41.9871959	-070.7419417
1231	25	025	705800	8139	2129	24	357290	240	327167	1440	30123	1387	+42.3385513	-071.0182530
1232	25	027	423700	3371	1426	19	355185	112	335826	1207	19359	1212	+42.3116934	-071.9402820
1233	26	001	162800	5792	867	115	10320	64	5305	165	5015	151	+44.6575092	-083.2945804
1234	26	003	176200	10899	714	52	6217	28	3531	166	2686	162	+46.5217365	-086.6571192
1235	26	005	267100	6863	1100	40	52636	111	45522	633	7114	601	+42.4212512	-086.2614034
1236	26	007	153900	4690	673	37	15707	85	13019	276	2688	273	+44.8949540	-083.4265739
1237	26	009	255500	11236	902	76	17723	39	11100	298	6623	301	+45.0054553	-085.1756390
1238	26	011	150600	7468	761	57	9554	55	6552	168	3002	156	+44.0368327	-083.7406755
1239	26	013	138100	9900	616	45	5051	73	3433	137	1618	113	+46.6958592	-088.3618101
1240	26	015	264100	8907	972	64	27780	54	24480	367	3300	368	+42.5828109	-085.3145503
1241	26	017	152200	3642	860	37	48659	51	45103	512	3556	504	+43.6997112	-083.9787007
1242	26	019	285700	12025	1026	77	12326	36	7708	237	4618	236	+44.6368444	-086.2319991
1243	26	021	224300	3751	942	24	77276	73	63999	596	13277	592	+41.7913818	-086.7425435
1244	26	023	162500	4475	959	40	20971	61	16906	286	4065	274	+41.9184551	-085.0668852
1245	26	025	162800	2882	968	26	59602	87	53333	559	6269	539	+42.2429896	-085.0123853
1246	26	027	218000	9705	916	34	25679	52	21207	325	4472	329	+41.9172431	-086.0001420
1247	26	029	276800	11188	949	55	17640	133	12267	327	5373	299	+45.6185538	-085.5436841
1248	26	031	192500	12553	773	63	17788	43	11159	274	6629	276	+45.4760217	-084.4954307
1249	26	033	161900	4697	797	34	20348	120	14080	360	6268	314	+46.3218192	-084.5206297
1250	26	035	133800	9531	765	87	22008	43	12521	408	9487	408	+43.9911368	-084.8383253
1251	26	037	259500	8575	1092	43	33315	58	31639	284	1676	280	+42.9504550	-084.5916949
1252	26	039	163000	7891	862	48	10330	41	6231	239	4099	236	+44.6801748	-084.6113432
1253	26	041	157100	4589	692	91	19845	38	15971	316	3874	318	+45.8052288	-086.9019375
1254	26	043	153300	8586	797	61	13951	49	11905	254	2046	250	+46.0128332	-087.8661386
1255	26	045	216900	4419	1092	26	47753	69	45428	420	2325	418	+42.5895301	-084.8464499
1256	26	047	315700	11662	1112	81	21979	63	15190	413	6789	399	+45.5900944	-084.9868217
1257	26	049	182400	3111	989	19	183903	89	167334	940	16569	933	+43.0210768	-083.7063718
1258	26	051	162300	4683	690	43	17037	69	11280	293	5757	275	+43.9897504	-084.3898162
1259	26	053	107200	6245	623	44	10394	34	6989	265	3405	266	+46.4880535	-089.7883140
1260	26	055	339400	8651	1288	65	47003	84	40287	624	6716	632	+44.7186875	-085.5538484
1261	26	057	147500	6964	834	33	16081	97	14775	214	1306	185	+43.2923259	-084.6046900
1262	26	059	176100	5498	832	27	21515	87	17860	312	3655	286	+41.9274606	-084.6374794
1263	26	061	159900	7874	840	73	18870	116	14305	372	4565	341	+46.9984270	-088.6519034
1264	26	063	154300	4704	788	46	20349	63	14150	280	6199	267	+43.9076160	-082.8570449
1265	26	065	198800	5013	1084	16	126232	207	117096	839	9136	834	+42.6035338	-084.3738107
1266	26	067	198500	7622	884	64	24861	68	23355	286	1506	275	+42.9446503	-085.0737660
1267	26	069	142200	9162	719	74	20061	99	11713	324	8348	325	+44.3869118	-083.3801412
1268	26	071	109100	6805	716	114	9156	51	5547	190	3609	190	+46.1702542	-088.5405261
1269	26	073	170400	3660	913	39	28660	68	24914	426	3746	419	+43.6452331	-084.8394245
1270	26	075	193700	4831	985	27	69292	119	62540	601	6752	577	+42.2484738	-084.4208679
1271	26	077	241800	3566	1093	21	114908	116	107110	708	7798	703	+42.2462657	-085.5328544
1272	26	079	188900	7800	853	115	11690	47	7789	210	3901	208	+44.6788808	-085.0889915
1273	26	081	289900	2942	1243	18	269136	174	256648	994	12488	1028	+43.0324971	-085.5474460
1274	26	083	169800	16554	688	37	2305	32	1135	79	1170	91	+47.3672969	-088.3513318
1275	26	085	133900	9291	875	90	13461	70	5190	170	8271	161	+43.9951867	-085.8113997
